Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,II,Release to Medical,Tuesday,,,,Resisted HC,,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,November,,,303970,Central Precinct,13.908333333,,383529571,3990802,White,Male,No,31.163888889,3835295713990802,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Release to Medical,Tuesday,,,,Resisted HC,,,,,,,,1800-2359,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,November,,,736119,Central Precinct,19.983333333,,383529571,3990802,White,Male,No,31.163888889,3835295713990802,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,TUE,,,Firearm - Replica,CEW,,,,,,,,-,Threat,THREAT - WITH WEAPON *H,,,September,,,809721,Central Precinct,0.179705099,,85518688,295488,White,Male,Yes,42.711211948,29548885518688,Aggressive,,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,TUE,,,Firearm - Replica,PFA,,,,,,,,-,Threat,THREAT - WITH WEAPON *H,,,September,,,560900,Central Precinct,13.190660198,,85518688,295488,White,Male,Yes,42.711208143,29548885518688,Aggressive,,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,TUE,,,Firearm - Replica,PFA,CEW,PFA,,,,,,-,Threat,THREAT - WITH WEAPON *H,,,September,,,348180,Central Precinct,10.966006469,,85518688,295488,White,Male,Yes,42.711211948,29548885518688,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Cited,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,December,,No weapon (unarmed),935542,East Precinct,0,,117549389,3776035,White,Male,Yes,41,121325424,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Cited,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,December,,No weapon (unarmed),277472,East Precinct,1,,117549389,3776035,White,Male,Yes,41,121325424,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Cited,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,December,,No weapon (unarmed),355481,East Precinct,12,,117549389,3776035,White,Male,Yes,41,121325424,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Cited,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,December,,No weapon (unarmed),514690,East Precinct,16,,117549389,3776035,White,Male,Yes,41,121325424,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Cited,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,December,,No weapon (unarmed),613201,East Precinct,1,,117549389,3776035,White,Male,Yes,41,121325424,Active,Active,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Cited,Wednesday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,December,,No weapon (unarmed),221462,East Precinct,1,,117549389,3776035,White,Male,Yes,41,121325424,Active,Active,Active,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Cited,Wednesday,,,,K9,,,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,,December,,No weapon (unarmed),757219,K9,21,,117549389,3776035,White,Male,Yes,41,121325424,Active,,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Cited,Wednesday,,,,Resisted HC,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,January,,No weapon (unarmed),193659,Central Precinct,21.966322298,,744525785,3836240,White,Male,Yes,23.643034627,3836240744525785,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Cited,Wednesday,,,,Resisted HC,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,January,,No weapon (unarmed),902731,East Precinct,0.459467275,,744525785,3836240,White,Male,Yes,23.643028919,3836240744525785,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Cited,Wednesday,,,,Resisted HC,Takedown (II and III),,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,January,,No weapon (unarmed),1044050,Central Precinct,10.969056317,,744525785,3836240,White,Male,Yes,23.643028919,3836240744525785,Active,Active,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Felony,Wednesday,,,,CEW,,,,,,,,1200-1759,Robbery,ROBBERY - PRIORITY *H,,Yes,May,,,796919,East Precinct,22,,963556887,521582,Black,Male,Yes,24,964078469,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Felony,Wednesday,,,,CEW,,,,,,,,1800-2359,Robbery,ROBBERY - PRIORITY *H,,,April,,,593300,North Precinct,11,,747537005,4031870,White,Male,Yes,37,751568875,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Wednesday,,,,CEW,CEW,,,,,,,0600-1159,Area/Premise Check,AREA CHECK,,,November,,,841729,East Precinct,24,,546549123,1791495,White,Male,Yes,39,548340618,Aggressive,Aggressive,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,II,Arrest-Felony,Wednesday,,,,CEW,CEW,Strikes/kicks,Strikes/kicks,Control Against Resistance,Control Against Resistance,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),193659,Central Precinct,23,,228537180,464966,Black,Male,Yes,45,229002146,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Wednesday,,,,CEW,Control Against Resistance,Hobble,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),809721,Central Precinct,6,,228537180,464966,Black,Male,Yes,45,229002146,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Robbery,ROBBERY - PRIORITY *H,,Yes,May,,,312472,North Precinct,1,,963556887,521582,Black,Male,Yes,24,964078469,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,January,Needle / Spit / Bodily Fluids,,430191,Central Precinct,3,,168555729,4179048,Black,Male,Yes,37,172734777,Aggressive,,,,,,,,Dispatched,,Yes,,2021,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),860631,Traffic,9,,228537180,464966,Black,Male,Yes,45,229002146,Aggressive,,,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,CEW,,,,,,,0600-1159,Area/Premise Check,AREA CHECK,,,November,,,828628,East Precinct,25,,546549123,1791495,White,Male,Yes,39,548340618,Aggressive,Aggressive,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,Resisted HC,Control Against Resistance,Takedown,Aerosol rest.,,-,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,November,,,753920,Central Precinct,12.808428463,,88519598,500148,White,Male,Yes,46.139935312,50014888519598,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,Dispatched,Yes,,,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,January,Needle / Spit / Bodily Fluids,,501691,Central Precinct,9,,168555729,4179048,Black,Male,Yes,37,172734777,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,,2021,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),501691,Central Precinct,7,,228537180,464966,Black,Male,Yes,45,229002146,Aggressive,Aggressive,,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,-,Robbery,ROBBERY - COLD,,,December,,,831428,East Precinct,18.821360350,,586519713,3540559,Hispanic,Male,Yes,23.651497336,3540559586519713,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,January,Needle / Spit / Bodily Fluids,,673111,Central Precinct,4,,168555729,4179048,Black,Male,Yes,37,172734777,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,,Dispatched,,Yes,,2021,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Control Against Resistance,CEW,CEW,Resisted HC,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,January,Needle / Spit / Bodily Fluids,,1020641,Central Precinct,9,,168555729,4179048,Black,Male,Yes,37,172734777,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Dispatched,,Yes,,2021,1,1
,II,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Control Against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,1200-1759,Unwanted Person,UNWANTED PERSON,,,January,Needle / Spit / Bodily Fluids,,174161,Central Precinct,0,,168555729,4179048,Black,Male,Yes,37,172734777,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Dispatched,,Yes,,2021,1,1
,II,Arrest-Felony,Wednesday,,,,K9,,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,November,,No weapon (unarmed),772720,K9,15.65,,352529651,587568,White,Male,No,24.222222222,352529651587568,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Felony,Wednesday,,,,K9,,,,,,,,1200-1759,Area/Premise Check,PREMISE CHECK,,,August,,No weapon (unarmed),232269,K9,17,,76548108,4148717,White,Male,Yes,40,80696825,Active,,,,,,,,Dispatched,,,,2020,1,1
,II,Arrest-Felony,Wednesday,,,,K9,,,,,,,,1800-2359,Alarm,ALARM - AUDIBLE,,,October,,,232269,TOD,16,,584539173,252238,White,Male,Yes,50,584791411,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Wednesday,,,,K9,,,,,,,,1800-2359,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,January,,,772720,SERT,16,,97545748,431034,White,Male,No,28,97976782,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,II,Arrest-Felony,Wednesday,,,,Less Lethal,Less Lethal,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,April,,,892030,Central Precinct,12.791474505,,467526862,618134,Hispanic,Male,Yes,53.813392314,467526862618134,Aggressive,Aggressive,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Wednesday,,,,PFA,,,,,,,,1800-2359,Alarm,ALARM - AUDIBLE,,,October,,,387978,North Precinct,26,,584539173,252238,White,Male,Yes,50,584791411,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,Aerosol rest.,Aerosol rest.,Control Against Resistance,Aerosol rest.,Resisted HC,,,-,Subject Stop,PERSON CONTACT (86),,No,November,Needle / Spit / Bodily Fluids,,843230,Central Precinct,10.877821537,CEW,730519445,3791713,White,Male,Yes,27.368232496,3791713730519445,Active,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,Self-Initiated,,,,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,CEW,,,,,,,1200-1759,Robbery,ROBBERY - PRIORITY *H,,,April,,No weapon (unarmed),648809,East Precinct,21.072891933,,812526786,1694826,Black,Female,No,17.637275495,8125267861694826,Aggressive,Aggressive,,,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,CEW,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,November,,,303970,Central Precinct,12.961853120,,88519598,500148,White,Male,Yes,46.139935312,50014888519598,Aggressive,Aggressive,,,,,,,Dispatched,Yes,,,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,Control Against Resistance,Takedown,,,,,,-,Robbery,ROBBERY - COLD,,,December,,,269669,East Precinct,22.246065449,,586519713,3540559,Hispanic,Male,Yes,23.651544901,3540559586519713,Active,Active,Aggressive,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,Control Against Resistance,Takedown,Control Against Resistance,,,,,-,Robbery,ROBBERY - COLD,,,December,,,140859,East Precinct,20.446017884,,586519713,3540559,Hispanic,Male,Yes,23.651497336,3540559586519713,Active,Active,Aggressive,Aggressive,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,Strikes/kicks,Strikes/kicks,Strikes/kicks,Takedown,Control Against Resistance,,,-,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,Yes,October,,No weapon (unarmed),1051550,Central Precinct,15.897307839,,92519118,307977,White,Male,Yes,31.680869482,30797792519118,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Dispatched,,Unclear,,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,Takedown,Control Against Resistance,,,,,,-,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,Yes,October,,No weapon (unarmed),265570,Central Precinct,16.184979072,,92519118,307977,White,Male,Yes,41.689088661,30797792519118,Active,Aggressive,Active,,,,,,Dispatched,,Unclear,,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,Takedown,Control Against Resistance,,,,,,-,Unwanted Person,UNWANTED PERSON,,No,November,Needle / Spit / Bodily Fluids,,340880,Central Precinct,11.869600457,CEW,730519445,3791713,White,Male,Yes,27.368230594,3791713730519445,Active,Aggressive,Active,,,,,,Self-Initiated,,,,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Resisted HC,Takedown (II and III),,,,,,,1200-1759,Robbery,ROBBERY - PRIORITY *H,,,April,,No weapon (unarmed),480388,East Precinct,23.971522070,,812526786,1694826,Black,Female,No,17.637275495,8125267861694826,Aggressive,Aggressive,,,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Felony,Wednesday,,,,Strikes/kicks,Control Against Resistance,,,,,,,-,Robbery,ROBBERY - COLD,,,December,,,644408,East Precinct,16.109100076,,586519713,3540559,Hispanic,Male,Yes,23.651565830,3540559586519713,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2017,1,1
,II,Arrest-Felony,Wednesday,,,,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,CEW,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,January,Needle / Spit / Bodily Fluids,,809721,Central Precinct,8,,168555729,4179048,Black,Male,Yes,37,172734777,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,Dispatched,,Yes,,2021,1,1
,II,Arrest-Felony,Wednesday,,,,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,January,Needle / Spit / Bodily Fluids,,174161,Central Precinct,0,,168555729,4179048,Black,Male,Yes,37,172734777,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Null,Null,Dispatched,,Yes,,2021,1,1
,II,Arrest-Felony,Wednesday,,,,Takedown (II and III),Control Against Resistance,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),164861,Central Precinct,5,,228537180,464966,Black,Male,Yes,45,229002146,Aggressive,Aggressive,,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Wednesday,,,,Takedown (II and III),Control Against Resistance,Resisted HC,,,,,,1200-1759,Robbery,ROBBERY - PRIORITY *H,,Yes,May,,,191360,East Precinct,13,,963556887,521582,Black,Male,Yes,24,964078469,Aggressive,Active,Active,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Felony,Wednesday,,,,Takedown (IV),Hobble,Control Against Resistance,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,January,,No weapon (unarmed),607097,East Precinct,24,,818536016,406121,Black,Male,Yes,30,818942137,Active,Active,Active,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Wednesday,,,,Takedown (IV),Resisted HC,Control Against Resistance,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,January,,No weapon (unarmed),483291,East Precinct,0,,818536016,406121,Black,Male,Yes,30,818942137,Active,Active,Active,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Wednesday,,,,Takedown (IV),Resisted HC,Strikes/kicks,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,January,,,926741,East Precinct,4,Bit officer,818536016,406121,Black,Male,Yes,30,818942137,Active,Active,Aggressive,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Wednesday,Firearm,,,K9,K9,,,,,,,0000-0559,Warrant,WARRANT,,,July,,,784419,K9,19,,513557743,275000,Black,Male,No,28,513832743,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Felony,Wednesday,Firearm,,,PFA,,,,,,,,0000-0559,Warrant,WARRANT,,,July,,,991239,SERT,20,,513557743,275000,Black,Male,No,28,513832743,Active,Null,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Felony,Wednesday,,,Firearm - Replica,PFA,,,,,,,,0600-1159,TriMet,TRIMET INCIDENT - PRIORITY,,,December,,,996840,Transit (PPB Only),15,,353539831,578812,White,Male,Yes,32,354118643,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
,II,Arrest-Felony,Wednesday,,,Firearm - Replica,Takedown (II and III),,,,,,,,0600-1159,TriMet,TRIMET INCIDENT - PRIORITY,,,December,,,775220,Transit (PPB Only),12,,353539831,578812,White,Male,Yes,32,354118643,Active,,,,,,,,Dispatched,,Yes,,2019,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,CEW,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - PRIORITY,,,March,,No weapon (unarmed),742919,East Precinct,14.515624049,,558526523,485862,White,Male,Yes,31.085487062,485862558526523,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,CEW,CEW,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,Yes,March,,No weapon (unarmed),537199,North Precinct,15.514261796,,278526530,3831820,Black,Male,Yes,-0.118614916,3831820278526530,Aggressive,Aggressive,,,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,CEW,CEW,Baton - pry,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),791721,Central Precinct,4.180159817,,321527571,510800,White,Male,Yes,23.478789954,321527571510800,Aggressive,Aggressive,Active,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,Yes,June,,,565701,Central Precinct,9,,449557242,4177846,White,Female,Yes,24,453735088,Active,Null,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),349281,Central Precinct,0.421286149,,321527571,510800,White,Male,Yes,23.478820396,321527571510800,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),233271,Central Precinct,0.525365297,,321527571,510800,White,Male,Yes,23.478789954,321527571510800,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),391181,Central Precinct,1.034967656,,321527571,510800,White,Male,Yes,23.478803272,321527571510800,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),758521,Central Precinct,9.059646119,,321527571,510800,White,Male,Yes,23.478824201,321527571510800,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,Yes,June,,,816721,Central Precinct,8,,449557242,4177846,White,Female,Yes,24,453735088,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,Yes,June,,,905631,Central Precinct,10,,449557242,4177846,White,Female,Yes,24,453735088,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,Unclear,March,,No weapon (unarmed),762219,North Precinct,18.563576865,,278526530,3831820,Black,Male,Yes,-0.118614916,3831820278526530,Active,Active,,,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Less Lethal,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - PRIORITY,,,March,,No weapon (unarmed),604800,East Precinct,14.515624049,,558526523,485862,White,Male,Yes,31.085487062,485862558526523,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Less Lethal,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),165861,Central Precinct,4.180194064,,321527571,510800,White,Male,Yes,23.478824201,321527571510800,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Less Lethal,Less Lethal,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),461691,Central Precinct,3.930875190,,321527571,510800,White,Male,Yes,23.478820396,321527571510800,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Wednesday,,,,Resisted HC,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - PRIORITY,,,March,,No weapon (unarmed),687009,East Precinct,13.115624049,,558526523,485862,White,Male,Yes,31.085487062,485862558526523,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Other Agency,Wednesday,,,,K9,,,,,,,,1200-1759,Other,FOLLOW-UP,,,March,,No weapon (unarmed),916531,TOD,10,,784546675,319181,Black,Male,Yes,49,784865856,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,II,Arrest-Other Agency,Wednesday,,,,Resisted HC,,,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,,April,,No weapon (unarmed),724419,Traffic,17.758637747,,117526959,1398834,White,Female,No,15.931240487,1175269591398834,Active,,,,,,,,Dispatched,,,,2018,1,1
